"horas_estudio","promedio","tiempo_sin_redes","revision_dia","horas_sueno","contenido","satisfaccion_academica","satisfaccion_social","universidad","red_social_usada"
7,11.7,2,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
1,17.3,2,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Privada","Tiktok"
5,14.7,2,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
3,12,2,10,8,"Socializar","5","5","Privada","Whatsapp"
4,12.28,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Whatsapp"
2,16,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
8,13,8,3,6,"Información (noticias , actualidad)","3","5","Pública","Whatsapp"
4,17,3,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
2,16,3,5,6,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
3,16,4,2,7,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
1,NA,7,5,6,"Educación (contenido académico)","3","3","Pública","Tiktok"
3,12,1,30,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
3,14.79,1,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Instagram"
2.5,12,8,12,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Tiktok"
5,13,3,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","2","Privada","Tiktok"
3,13.8,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
5,14,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","X (Twitter)"
6,15,4,7,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
8,15.65,5,15,7,"Socializar","2","3","Privada","Whatsapp"
8,17,2,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,16,2,8,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
4,18.21,2,31,6,"Educación (contenido académico)","5","3","Privada","Whatsapp"
6,14,1,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
3,14,2.5,3,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
10,15,2,3,7,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
10,15,3,15,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
7.5,14.86,2.5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
8,17,3,10,2,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
6,18,5,4,7,"Información (noticias , actualidad)","2","4","Privada","Whatsapp"
3,14.6,5,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
4,17,2,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","1","Privada","Instagram"
4,14,1,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Whatsapp"
3,13,5,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
4.5,12.45,2,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
4.4,15.34,NA,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
5,15,3,2,6,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
1,14.03,2.5,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","X (Twitter)"
1,15.56,5,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
4,18,1,6,6,"Información (noticias , actualidad)","3","5","Privada","Whatsapp"
2,15.6,4,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
3,18,3,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","2","Privada","Tiktok"
3,14.5,8,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
7,NA,3,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
4,15,4,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
5,16,3,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Instagram"
8,14,5,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
6,14,5,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
2.5,NA,5.3,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
5.5,14.8,1.5,30,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
3.5,NA,2,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Pública","Tiktok"
6,14,5,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
3.5,15.09,1.5,5,5,"Información (noticias , actualidad)","5","4","Privada","X (Twitter)"
2,15,4,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Whatsapp"
1,17,5,23,5,"Educación (contenido académico)","4","4","Privada","Instagram"
3,19,5,3,8,"Socializar","5","5","Privada","Whatsapp"
4,15.7,4,8,7,"Información (noticias , actualidad)","3","4","Privada","Tiktok"
5,NA,2,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
3,5,2,4,6,"Información (noticias , actualidad)","4","4","Privada","Instagram"
1.5,15,1.5,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Instagram"
3,17,2,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
5,16,3,5,8,"Información (noticias , actualidad)","5","5","Pública","Tiktok"
8,13.9,5,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Whatsapp"
4,13,1.5,8,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Pública","Whatsapp"
6,13.5,4,5,7,"Socializar","1","5","Pública","Whatsapp"
3,15,5,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Instagram"
8,15,3,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
1,13.8,1,15,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Pública","Instagram"
9,11,4,3,7,"Socializar","3","5","Pública","Whatsapp"
2,14,3,1,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
10,12,8,4,6,"Información (noticias , actualidad)","4","4","Pública","Whatsapp"
2,14,5,2,8,"Socializar","4","3","Privada","Whatsapp"
1,NA,2,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
2,16,2,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Facebook / meta"
5,16,4,10,5,"Información (noticias , actualidad)","4","3","Pública","Facebook / meta"
5,14.4,3,8,6,"Socializar","4","4","Pública","Whatsapp"
4,12.5,5,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
1.5,14,5,2,6,"Información (noticias , actualidad)","3","3","Privada","Tiktok"
4,15,1,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
10,14,14,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
3,15,5,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
4.5,16.46,5,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
5,15.77,5,12,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
3,15,2,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
6,16.5,3,12,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
4,12,1,0,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Instagram"
8,16,6,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
3,13,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
2,17.5,2,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
6,16,1,1,5,"Información (noticias , actualidad)","5","3","Pública","Tiktok"
5,15,9,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2,17,4,8,3,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
1.5,15,6,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
2,5,4,5,5,"Información (noticias , actualidad)","3","3","Pública","Facebook / meta"
3,NA,5,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
5,17,5,1,7,"Información (noticias , actualidad)","4","3","Privada","Instagram"
2,14,5,10,8,"Información (noticias , actualidad)","3","3","Privada","Whatsapp"
2,13,1,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
1,16,1,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
3,NA,3,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
3,NA,5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
8,NA,2,3,7,"Socializar","4","3","Privada","Instagram"
2.5,NA,4,3,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
4,NA,3,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
4,NA,NA,3,5,"Educación (contenido académico)","5","5","Privada","Linkedin"
2,14.9,0.01,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Facebook / meta"
2,17,2,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Facebook / meta"
1.6,14,5.3,50,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
1,NA,1.5,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Discord"
5,15.76,4,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
4,NA,4,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
4,NA,4,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Privada","Whatsapp"
5,12,3,3,7,"Educación (contenido académico)","2","3","Privada","Tiktok"
4,10,3,4,6,"Información (noticias , actualidad)","4","4","Privada","Tiktok"
7,15,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
3,14,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Whatsapp"
2,NA,6,4,7,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
2,15,3,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
5,14.5,0.5,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
3,14,0,100,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
4,16,2,100,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
1.5,10,1.5,4,6,"Educación (contenido académico)","3","3","Privada","Facebook / meta"
4.5,13.5,3,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Otro"
2,11.8,3,7,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
2,18,6,24,8,"Información (noticias , actualidad)",NA,"3","Privada","X (Twitter)"
6,13,3,8,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Otro"
5,14,4,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
2,13,1,6,6,"Socializar","3","3","Privada","Tiktok"
1.5,17,5,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
2,17.15,1,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
3,13.84,1,15,5,"Socializar","3","4","Privada","Whatsapp"
5,15.6,3,8,6,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
4,12,4,4,7,"Información (noticias , actualidad)","3","4","Privada","Tiktok"
4,16.65,12,4,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
3,14.5,6,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
4,NA,5,10,7,"Educación (contenido académico)","4","4","Privada","Whatsapp"
3,11,2,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
5,13,4.6,40,0.5,"Socializar","4","5","Privada","Tiktok"
5,13,1,60,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
2,13,3,15,6,"Información (noticias , actualidad)","2","2","Privada","Tiktok"
2,14.2,7,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
2.5,14,2.5,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
9,13,2,8,6,"Socializar","5","4","Privada","Whatsapp"
4,15,2,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
4,12,0.5,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Discord"
2,13.34,2,13,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Instagram"
4,13.96,2,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","X (Twitter)"
5,16,1,34,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Facebook / meta"
6,16.1,1,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
2,13.98,3,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
5,13,1,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
3,14,1,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Discord"
2,12,12,10,5,"Educación (contenido académico)","3","3","Pública","Whatsapp"
1,13,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
1.5,13,1,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Tiktok"
5,14,2,4,6,"Información (noticias , actualidad)","3","4","Privada","Whatsapp"
3,14,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
3,18.25,5,3,8,"Educación (contenido académico)","4","2","Privada","Instagram"
3,13.89,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","2","Privada","Whatsapp"
6,NA,5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Discord"
8,15.4,1,15,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
1,13,1,4,6,"Información (noticias , actualidad)","3","3","Privada","Tiktok"
5,13,4,4,4,"Educación (contenido académico)","3","3","Pública","Instagram"
4,9,3,3,3,"Información (noticias , actualidad)","3","3","Pública","Tiktok"
1,14,2,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Otro"
3,13,4,2,5,"Educación (contenido académico)","2","3","Privada","Tiktok"
6,15,8,5,6,"Información (noticias , actualidad)","4","1","Pública","Instagram"
5,13,4,3,5,"Información (noticias , actualidad)","1","3","Privada","X (Twitter)"
3,20,1,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Discord"
5,NA,6,6,7,"Educación (contenido académico)","3","3","Privada","Tiktok"
1.8,NA,2,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
5,14,5,5,6,"Educación (contenido académico)","3","3","Pública","Whatsapp"
4,13,5,5,5,"Educación (contenido académico)","3","3","Privada","X (Twitter)"
2,12,1,1,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
2,14,4,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
4,13,1,2,4,"Información (noticias , actualidad)","1","4","Pública","Instagram"
2,13,3,3,8,"Información (noticias , actualidad)","3","3","Privada","Tiktok"
4,14,5,5,5,"Educación (contenido académico)","3","3","Pública","X (Twitter)"
4,12,6,6,6,"Educación (contenido académico)","2","3","Privada","Tiktok"
4,13,5,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","X (Twitter)"
2,13,4,4,4,"Información (noticias , actualidad)","3","3","Privada","X (Twitter)"
1,14,12,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
8,15,2,8,5,"Educación (contenido académico)","4","5","Pública","Whatsapp"
4,13.75,3,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2,NA,4,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Discord"
1,17.9,3,0,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Tiktok"
5,18.8,6,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
6,14.5,1,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
2,15.6,4,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
6,18,3,8,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","X (Twitter)"
3,NA,2,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","X (Twitter)"
